budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 3126, ""name"": ""ant""}, {""id"": 3650, ""name"": ""child hero""}, {""id"": 6380, ""name"": ""shrinking""}, {""id"": 8790, ""name"": ""ant-hill""}, {""id"": 10103, ""name"": ""children""}]",en,"Fed up with being targeted by the neighborhood bully, 10-year-old Lucas Nickle vents his frustrations on the anthill in his front yard ... until the insects shrink him to the size of a bug with a magic elixir. Convicted of ""crimes against the colony,"" Lucas can only regain his freedom by living with the ants and learning their ways.",20.239061,"[{""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Legendary Entertainment"", ""id"": 84419}, {""name"": ""DNA Productions"", ""id"": 89136}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-07-27,55181129,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The battle for the lawn is on.,The Ant Bully,5.5,366,2006,ant_bully,6.2,113,71,42,62,6.2,30,18,12,60,3.1,34181,51
3000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 242, ""name"": ""new york""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 1438, ""name"": ""office""}, {""id"": 1439, ""name"": ""flat""}, {""id"": 1440, ""name"": ""spaghetti""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1443, ""name"": ""clerk""}, {""id"": 1487, ""name"": ""tennis racket""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 34094, ""name"": ""extramarital affair""}]",en,"Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",22.889294,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""The Mirisch Company"", ""id"": 11241}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1960-06-15,25e6,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",The Apartment,8.1,483,1960,1001115-apartment,8.3,43,39,4,90,7.6,8,7,1,87,4.1,9116,93
40000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]","[{""id"": 478, ""name"": ""china""}, {""id"": 3292, ""name"": ""chinese woman""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 5514, ""name"": ""conspiracy of murder""}, {""id"": 15053, ""name"": ""united nations""}]",en,"When ruthless terrorists threaten to bring down the United Nations, they frame the one man they believe can stop them: an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good, as he tries to stop what could become World War III.",7.832337,"[{""name"": ""Amen Ra Films"", ""id"": 421}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-08-23,30199105,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who is your foe?,The Art of War,5.6,135,2000,1099604-art_of_war,3.9,80,13,67,16,3.8,25,6,19,24,2.9,3794,45
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]","[{""id"": 627, ""name"": ""killing""}, {""id"": 3494, ""name"": ""admiration""}, {""id"": 3607, ""name"": ""hold-up robbery""}, {""id"": 4277, ""name"": ""to shoot dead""}, {""id"": 5614, ""name"": ""idol""}, {""id"": 5900, ""name"": ""missouri""}, {""id"": 6007, ""name"": ""media""}, {""id"": 9910, ""name"": ""jesse james""}, {""id"": 13001, ""name"": ""cowardliness""}, {""id"": 18035, ""name"": ""family""}, {""id"": 18036, ""name"": ""coward""}]",en,"Outlaw Jesse James is rumored be the 'fastest gun in the West'. An eager recruit into James' notorious gang, Robert Ford eventually grows jealous of the famed outlaw and, when Robert and his brother sense an opportunity to kill James, their murderous action elevates their target to near mythical status.",35.53352,"[{""name"": ""Plan B Entertainment"", ""id"": 81}, {""name"": ""Virtual Studios"", ""id"": 449}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Alberta Film Entertainment"", ""id"": 3997}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Jesse Films Inc."", ""id"": 11252}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-02,14711793,160,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Beyond the myth lies America's greatest betrayal,The Assassination of Jesse James by the Coward Robert Ford,7,776,2007,assassination_of_jesse_james_by_the_coward_robert_ford,7.1,162,121,41,74,6.6,36,22,14,61,3.7,57534,73
13000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 1432, ""name"": ""nasa""}, {""id"": 1556, ""name"": ""texas""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2298, ""name"": ""bankrupt""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 4627, ""name"": ""earth""}, {""id"": 4932, ""name"": ""farm""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 6394, ""name"": ""rocket""}, {""id"": 7393, ""name"": ""life's dream""}, {""id"": 7394, ""name"": ""spinner""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 18035, ""name"": ""family""}]",en,"Texan Charles Farmer left the Air Force as a young man to save the family ranch when his dad died. Like most American ranchers, he owes his bank. Unlike most, he's an astrophysicist with a rocket in his barn - one he's built and wants to take into space. It's his dream. The FBI puts him under surveillance when he tries to buy rocket fuel, and the FAA stalls him when he files a flight plan – but Charles is undeterred.",6.764437,"[{""name"": ""Polish Brothers Construction"", ""id"": 1861}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-10-15,11130889,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Astronaut Farmer,6.2,123,2006,astronaut_farmer,6,134,77,57,57,5.9,31,18,13,58,3,30327,52
75000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 14626, ""name"": ""astronaut""}]",en,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",20.697556,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Mad Chance"", ""id"": 1757}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-08-26,19598588,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How well do you know the one you love?,The Astronaut's Wife,5.4,254,1999,astronauts_wife,4.2,57,9,48,15,4.6,18,5,13,27,2.8,11206,42
116000000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 2336, ""name"": ""ladykiller""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9094, ""name"": ""womanizer""}, {""id"": 10168, ""name"": ""aviation""}, {""id"": 10352, ""name"": ""phobia""}, {""id"": 33483, ""name"": ""u.s. congress""}, {""id"": 221446, ""name"": ""flying boat""}, {""id"": 229078, ""name"": ""test flight""}]",en,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",45.616098,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Cappa Productions"", ""id"": 691}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-17,102e6,170,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"For some men, the sky was the limit. For him, it was just the beginning.",The Aviator,7,1489,2004,aviator,7.8,212,185,27,87,7.5,44,36,8,81,3.4,27084,73
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 1480, ""name"": ""baseball""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 162739, ""name"": ""little league""}]",en,"An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.",6.889633,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1976-04-07,35323292,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The coach is waiting for his next beer. The pitcher is waiting for her first bra. The team is waiting for a miracle. Consider the possibilities.,The Bad News Bears,6.9,97,1976,1001567-bad_news_bears,7.4,24,22,2,91,7.2,5,5,0,100,3.3,4926,74
3716946,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]","[{""id"": 549, ""name"": ""prostitute""}, {""id"": 960, ""name"": ""homeless person""}, {""id"": 33600, ""name"": ""stagecoach""}, {""id"": 172504, ""name"": ""reverend""}, {""id"": 187253, ""name"": ""way station""}]",en,"Double-crossed and left without water in the desert, Cable Hogue is saved when he finds a spring. It is in just the right spot for a much needed rest stop on the local stagecoach line, and Hogue uses this to his advantage. He builds a house and makes money off the stagecoach passengers. Hildy, a prostitute from the nearest town, moves in with him. Hogue has everything going his way until the advent of the automobile ends the era of the stagecoach.",2.676535,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1970-05-13,5e6,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Ballad of Cable Hogue,6.9,47,1970,ballad_of_cable_hogue,7,13,12,1,92,0,3,3,0,100,3.6,929,75
1500000,"[{""id"": 18, ""name"": ""Drama""}]","[{""id"": 293, ""name"": ""female nudity""}, {""id"": 708, ""name"": ""runaway""}, {""id"": 2412, ""name"": ""commune""}, {""id"": 5698, ""name"": ""egg""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 11363, ""name"": ""arson""}, {""id"": 33841, ""name"": ""incest""}, {""id"": 40895, ""name"": ""illness""}, {""id"": 156388, ""name"": ""environmentalism""}, {""id"": 156389, ""name"": ""diabetic""}, {""id"": 156390, ""name"": ""face slap""}, {""id"": 156391, ""name"": ""peeping tom""}, {""id"": 156392, ""name"": ""scythe""}, {""id"": 187056, ""name"": ""woman director""}]",en,"Jack Slavin is an environmentalist with a heart condition who lives with his daughter, Rose, on an isolated island. While Jack fights against developers who wish to build in the area, he also craves more contact with other people. When he invites his girlfriend, Kathleen, and her sons, Rodney and Thaddius, to move in, Rose is upset. The complicated family dynamics makes things difficult for everyone in the house.",3.618646,"[{""name"": ""Elevation Filmworks"", ""id"": 1840}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""IFC Productions"", ""id"": 26468}, {""name"": ""Jack and Rose Productions"", ""id"": 37334}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-03-25,712294,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Selfhood begins with a walking away, and love is proved in the letting go.",The Ballad of Jack and Rose,6.5,43,2005,ballad_of_jack_and_rose,5.7,110,51,59,46,5.6,34,15,19,44,3.4,2469,64
20000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 1874, ""name"": ""car dealer""}, {""id"": 1953, ""name"": ""vault""}, {""id"": 2863, ""name"": ""mannequin""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 4891, ""name"": ""offer""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 7033, ""name"": ""london underground""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 11259, ""name"": ""extortion""}, {""id"": 33456, ""name"": ""double cross""}, {""id"": 33553, ""name"": ""walkie talkie""}, {""id"": 163865, ""name"": ""railway station""}, {""id"": 167467, ""name"": ""jackhammer""}, {""id"": 181659, ""name"": ""political corruption""}, {""id"": 191845, ""name"": ""bank heist""}, {""id"": 226410, ""name"": ""cabinet officer""}, {""id"": 226411, ""name"": ""corrupt policeman""}]",en,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",30.387754,"[{""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Omnilab Media"", ""id"": 2729}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Skyline (Baker St)"", ""id"": 37774}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-02-28,64822796,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Bank Job,6.6,697,2008,1189844-the_bank_job,6.7,137,108,29,78,7.1,31,28,3,90,3.5,60915,74
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 458, ""name"": ""hippie""}, {""id"": 911, ""name"": ""exotic island""}, {""id"": 966, ""name"": ""beach""}, {""id"": 1969, ""name"": ""map""}, {""id"": 2323, ""name"": ""group dynamics""}, {""id"": 2988, ""name"": ""shark attack""}, {""id"": 3077, ""name"": ""leader""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 5890, ""name"": ""community""}, {""id"": 5891, ""name"": ""backpacker""}, {""id"": 6262, ""name"": ""delusion""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 14751, ""name"": ""youth""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 34094, ""name"": ""extramarital affair""}]",en,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",41.362082,"[{""name"": ""Figment Films"", ""id"": 359}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-02-11,144056873,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hr"", ""name"": ""Hrvatski""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Somewhere on this planet it must exist.,The Beach,6.3,1233,2000,beach,4.4,116,22,94,18,3.9,31,4,27,12,2.9,21479,59
210000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 1299, ""name"": ""monster""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 4079, ""name"": ""lighthouse""}, {""id"": 8721, ""name"": ""arctic""}, {""id"": 10022, ""name"": ""rampage""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 11034, ""name"": ""b movie""}, {""id"": 11100, ""name"": ""giant monster""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 33696, ""name"": ""sea monster""}, {""id"": 155582, ""name"": ""amusement park""}, {""id"": 156768, ""name"": ""roller coaster""}, {""id"": 161271, ""name"": ""beast""}, {""id"": 223155, ""name"": ""rhedosaurus""}]",en,"The Beast from 20,000 Fathoms is a 1953 science fiction film directed by Eugène Lourié and stars Paul Christian, Paula Raymond and Cecil Kellaway with visual effects by Ray Harryhausen. The film is about an atomic bomb test in the Arctic Circle that unfreezes a hibernating fictional dinosaur, a Rhedosaurus, that begins to wreak havoc in New York City.",2.043661,"[{""name"": ""Jack Dietz Productions"", ""id"": 19558}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1953-06-13,5e6,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,It's alive !,"The Beast from 20,000 Fathoms",6.7,41,1953,beast_from_20000_fathoms,6.8,10,9,1,90,0,0,0,0,0,0,0,0
