title,genre,vote_average,rtAllCriticsRating
The Machinist,Thriller,7.3,6.6
The Machinist,Drama,7.3,6.6
The Majestic,Drama,6.6,4.9
The Majestic,Romance,6.6,4.9
The Man from Snowy River,Family,6.8,6.5
The Man from Snowy River,Drama,6.8,6.5
The Man from Snowy River,Action,6.8,6.5
The Man from Snowy River,Western,6.8,6.5
The Man from Snowy River,Romance,6.8,6.5
The Man Who Knew Too Little,Comedy,6.5,5.4
The Man Who Knew Too Little,Thriller,6.5,5.4
The Man Who Knew Too Little,Crime,6.5,5.4
The Man Who Knew Too Little,Action,6.5,5.4
The Man Who Shot Liberty Valance,Western,7.4,8.6
The Man with the Golden Gun,Adventure,6.3,5.1
The Man with the Golden Gun,Action,6.3,5.1
The Man with the Golden Gun,Thriller,6.3,5.1
The Manchurian Candidate,Drama,6.2,8.6
The Manchurian Candidate,Thriller,6.2,8.6
The Manchurian Candidate,Mystery,6.2,8.6
The Marine,Action,5,4
The Marine,Adventure,5,4
The Marine,Drama,5,4
The Marine,Thriller,5,4
The Mask,Romance,6.6,6.4
The Mask,Comedy,6.6,6.4
The Mask,Crime,6.6,6.4
The Mask,Fantasy,6.6,6.4
The Mask of Zorro,Action,6.3,7.1
The Mask of Zorro,Adventure,6.3,7.1
The Matador,Action,6.2,6.7
The Matador,Comedy,6.2,6.7
The Matador,Crime,6.2,6.7
The Matador,Drama,6.2,6.7
The Matador,Thriller,6.2,6.7
The Matrix,Action,7.9,7.4
The Matrix,Science Fiction,7.9,7.4
The Matrix Reloaded,Adventure,6.7,6.8
The Matrix Reloaded,Action,6.7,6.8
The Matrix Reloaded,Thriller,6.7,6.8
The Matrix Reloaded,Science Fiction,6.7,6.8
The Matrix Revolutions,Adventure,6.4,5.3
The Matrix Revolutions,Action,6.4,5.3
The Matrix Revolutions,Thriller,6.4,5.3
The Matrix Revolutions,Science Fiction,6.4,5.3
The Mexican,Action,5.8,5.5
The Mexican,Comedy,5.8,5.5
The Mexican,Crime,5.8,5.5
The Mexican,Romance,5.8,5.5
The Midnight Meat Train,Mystery,6,6.2
The Midnight Meat Train,Drama,6,6.2
The Midnight Meat Train,Crime,6,6.2
The Midnight Meat Train,Thriller,6,6.2
The Midnight Meat Train,Horror,6,6.2
The Mighty Ducks,Comedy,6.4,3.8
The Mighty Ducks,Family,6.4,3.8
The Misfits,Drama,6.8,7.8
The Misfits,Action,6.8,7.8
The Misfits,Romance,6.8,7.8
The Mist,Science Fiction,6.7,6.6
The Mist,Horror,6.7,6.6
The Mist,Thriller,6.7,6.6
The Molly Maguires,Drama,5.9,6.6
The Molly Maguires,History,5.9,6.6
The Mothman Prophecies,Drama,6.1,5.5
The Mothman Prophecies,Horror,6.1,5.5
The Mothman Prophecies,Mystery,6.1,5.5
The Mudge Boy,Drama,7.3,6.4
The Mummy Returns,Adventure,6,5.2
The Mummy Returns,Action,6,5.2
The Mummy Returns,Fantasy,6,5.2
The Mummy: Tomb of the Dragon Emperor,Adventure,5.2,3.7
The Mummy: Tomb of the Dragon Emperor,Action,5.2,3.7
The Mummy: Tomb of the Dragon Emperor,Fantasy,5.2,3.7
The Namesake,Drama,6.8,7.5
The Net,Crime,5.6,5.1
The Net,Drama,5.6,5.1
The Net,Mystery,5.6,5.1
The Net,Thriller,5.6,5.1
The Net,Action,5.6,5.1
The New World,Drama,6.4,6.6
The New World,History,6.4,6.6
The New World,Romance,6.4,6.6
The Newton Boys,Crime,5.9,6.3
The Newton Boys,Action,5.9,6.3
The Newton Boys,Drama,5.9,6.3
The Next Best Thing,Comedy,4.3,3.6
The Ninth Gate,Horror,6.3,4.9
The Ninth Gate,Mystery,6.3,4.9
The Ninth Gate,Thriller,6.3,4.9
The Number 23,Thriller,6.3,3.5
The Number 23,Drama,6.3,3.5
The Number 23,Mystery,6.3,3.5
The Nutty Professor,Fantasy,5.4,6
The Nutty Professor,Comedy,5.4,6
The Nutty Professor,Romance,5.4,6
The Nutty Professor,Science Fiction,5.4,6
The Object of My Affection,Comedy,5.6,5.8
The Object of My Affection,Drama,5.6,5.8
The Object of My Affection,Romance,5.6,5.8
The Omen,Horror,7.2,7
The Omen,Thriller,7.2,7
The One,Action,5.7,3.9
The One,Science Fiction,5.7,3.9
The One,Thriller,5.7,3.9
The Other Side of Heaven,Action,6.7,4.6
The Other Side of Heaven,Adventure,6.7,4.6
The Other Side of Heaven,Drama,6.7,4.6
The Other Side of Heaven,Family,6.7,4.6
The Out-of-Towners,Comedy,5,5
The Outsiders,Crime,6.9,6.1
The Outsiders,Drama,6.9,6.1
The Pacifier,Action,5.8,3.7
The Pacifier,Comedy,5.8,3.7
The Pacifier,Drama,5.8,3.7
The Pacifier,Family,5.8,3.7
The Pacifier,Thriller,5.8,3.7
The Passion of the Christ,Drama,6.9,5.8
The Patriot,Drama,6.8,6.1
The Patriot,History,6.8,6.1
The Patriot,War,6.8,6.1
The Patriot,Action,6.8,6.1
The Pelican Brief,Drama,6.3,5.5
The Pelican Brief,Mystery,6.3,5.5
The Pelican Brief,Thriller,6.3,5.5
The Pelican Brief,Crime,6.3,5.5
The Perez Family,Comedy,6.6,6.3
The Perez Family,Drama,6.6,6.3
The Perez Family,Romance,6.6,6.3
The Phantom of the Opera,Thriller,7,5
The Phantom of the Opera,Drama,7,5
The Phantom of the Opera,Romance,7,5
The Pianist,Drama,8,8.2
The Pianist,War,8,8.2
The Piano,Drama,7.1,8
The Piano,Romance,7.1,8
The Pledge,Crime,6.5,6.8
The Pledge,Drama,6.5,6.8
The Pledge,Mystery,6.5,6.8
The Pledge,Thriller,6.5,6.8
The Polar Express,Adventure,6.4,6.4
The Polar Express,Animation,6.4,6.4
The Polar Express,Family,6.4,6.4
The Polar Express,Fantasy,6.4,6.4
The Postman,Drama,6.1,3.8
The Postman,Adventure,6.1,3.8
The Prestige,Drama,8,7.1
The Prestige,Mystery,8,7.1
The Prestige,Thriller,8,7.1
The Prince of Egypt,Adventure,6.8,7
The Prince of Egypt,Animation,6.8,7
The Prince of Egypt,Drama,6.8,7
The Prince of Egypt,Family,6.8,7
The Prince of Egypt,Music,6.8,7
The Prince of Tides,Drama,5.9,6.4
The Prince of Tides,Romance,5.9,6.4
The Princess Bride,Adventure,7.6,8.2
The Princess Bride,Family,7.6,8.2
The Princess Bride,Fantasy,7.6,8.2
The Princess Bride,Comedy,7.6,8.2
The Princess Bride,Romance,7.6,8.2
The Princess Diaries,Comedy,6.5,5.1
The Princess Diaries,Family,6.5,5.1
The Princess Diaries,Romance,6.5,5.1
The Princess Diaries 2: Royal Engagement,Comedy,6,4.6
The Princess Diaries 2: Royal Engagement,Drama,6,4.6
The Princess Diaries 2: Royal Engagement,Family,6,4.6
The Princess Diaries 2: Royal Engagement,Romance,6,4.6
The Producers,Comedy,6.1,5.8
The Producers,Music,6.1,5.8
The Prophecy,Fantasy,6.4,5.2
The Prophecy,Horror,6.4,5.2
The Prophecy,Thriller,6.4,5.2
The Proposition,Action,7.1,7.3
The Proposition,Adventure,7.1,7.3
The Proposition,Crime,7.1,7.3
The Proposition,Drama,7.1,7.3
The Proposition,Thriller,7.1,7.3
The Proposition,Western,7.1,7.3
The Pursuit of Happyness,Drama,7.7,6.4
The Queen,Drama,6.8,8.4
The Quick and the Dead,Action,6.3,5.9
The Quick and the Dead,Western,6.3,5.9
The Quiet,Drama,6.1,4
The Quiet,Thriller,6.1,4
The Quiet American,Drama,6.4,7.7
The Quiet American,Action,6.4,7.7
The Quiet American,Thriller,6.4,7.7
The Quiet American,Romance,6.4,7.7
The Rainmaker,Drama,6.7,6.9
The Rainmaker,Crime,6.7,6.9
The Rainmaker,Thriller,6.7,6.9
The Raven,Crime,6.1,6.4
The Raven,Thriller,6.1,6.4
The Raven,Mystery,6.1,6.4
The Reader,Drama,7.2,6.3
The Reader,Romance,7.2,6.3
The Reaping,Horror,5.4,3.5
The Relic,Horror,5.8,4.4
The Relic,Mystery,5.8,4.4
The Relic,Thriller,5.8,4.4
The Remains of the Day,Drama,7.5,8.4
The Remains of the Day,Romance,7.5,8.4
The Replacement Killers,Action,6,5.4
The Replacement Killers,Drama,6,5.4
The Replacement Killers,Crime,6,5.4
The Replacement Killers,Thriller,6,5.4
The Return of the Living Dead,Comedy,7.3,7
The Return of the Living Dead,Horror,7.3,7
The Return of the Pink Panther,Comedy,6.7,6.6
The Right Stuff,Drama,7.3,8.6
The Right Stuff,History,7.3,8.6
The Ring Two,Drama,5.4,4.4
The Ring Two,Horror,5.4,4.4
The Ring Two,Thriller,5.4,4.4
The Road to El Dorado,Adventure,7,5.5
The Road to El Dorado,Animation,7,5.5
The Road to El Dorado,Comedy,7,5.5
The Road to El Dorado,Family,7,5.5
The Rock,Action,6.9,6.5
The Rock,Adventure,6.9,6.5
The Rock,Thriller,6.9,6.5
The Rocker,Comedy,5.6,5.2
The Rocker,Music,5.6,5.2
The Rookie,Drama,6.5,7.2
The Rookie,Family,6.5,7.2
The Royal Tenenbaums,Comedy,7.4,7.2
The Royal Tenenbaums,Drama,7.4,7.2
The Rugrats Movie,Animation,5.7,5.8
The Rugrats Movie,Family,5.7,5.8
The Rundown,Adventure,6.4,6.4
The Rundown,Action,6.4,6.4
The Rundown,Comedy,6.4,6.4
The Rundown,Thriller,6.4,6.4
The Running Man,Action,6.4,5.5
The Running Man,Science Fiction,6.4,5.5
The Saint,Thriller,5.9,4.6
The Saint,Action,5.9,4.6
The Saint,Romance,5.9,4.6
The Saint,Science Fiction,5.9,4.6
The Saint,Adventure,5.9,4.6
The Santa Clause 2,Fantasy,5.5,5.6
The Santa Clause 2,Comedy,5.5,5.6
The Santa Clause 2,Family,5.5,5.6
The Scarlet Letter,Drama,5.5,3
The Scarlet Letter,History,5.5,3
The Scarlet Letter,Romance,5.5,3
The Score,Action,6.7,6.5
The Score,Crime,6.7,6.5
The Score,Thriller,6.7,6.5
The Scorpion King,Action,5.3,4.9
The Scorpion King,Fantasy,5.3,4.9
The Scorpion King,Adventure,5.3,4.9
The Secret Life of Bees,Adventure,7.4,5.9
The Secret Life of Walter Mitty,Adventure,7,7
The Secret Life of Walter Mitty,Comedy,7,7
The Secret Life of Walter Mitty,Drama,7,7
The Secret Life of Walter Mitty,Fantasy,7,7
The Sentinel,Action,5.8,5
The Sentinel,Thriller,5.8,5
The Sentinel,Crime,5.8,5
The Shaggy Dog,Comedy,4.5,4.4
The Shaggy Dog,Family,4.5,4.4
The Shawshank Redemption,Drama,8.5,8
The Shawshank Redemption,Crime,8.5,8
The Shining,Horror,8.1,7.8
The Shining,Thriller,8.1,7.8
The Siege,Drama,6,5.8
The Siege,Action,6,5.8
The Siege,Thriller,6,5.8
The Siege,Crime,6,5.8
The Silence of the Lambs,Crime,8.1,8.5
The Silence of the Lambs,Drama,8.1,8.5
The Silence of the Lambs,Thriller,8.1,8.5
The Simpsons Movie,Animation,6.9,7.5
The Simpsons Movie,Comedy,6.9,7.5
The Simpsons Movie,Family,6.9,7.5
The Sisterhood of the Traveling Pants,Drama,6.3,6.7
The Sisterhood of the Traveling Pants,Comedy,6.3,6.7
The Sisterhood of the Traveling Pants 2,Adventure,6,6
The Sisterhood of the Traveling Pants 2,Comedy,6,6
The Sisterhood of the Traveling Pants 2,Drama,6,6
The Sisterhood of the Traveling Pants 2,Family,6,6
The Sixth Sense,Mystery,7.7,7.4
The Sixth Sense,Thriller,7.7,7.4
The Sixth Sense,Drama,7.7,7.4
The Skeleton Key,Drama,6.4,5.3
The Skeleton Key,Horror,6.4,5.3
The Skeleton Key,Mystery,6.4,5.3
The Skeleton Key,Thriller,6.4,5.3
The Skulls,Crime,5.8,3.1
The Skulls,Drama,5.8,3.1
The Skulls,Thriller,5.8,3.1
The Sound of Music,Drama,7.4,7.7
The Sound of Music,Family,7.4,7.7
The Sound of Music,Music,7.4,7.7
The Sound of Music,Romance,7.4,7.7
The Spanish Prisoner,Crime,7.1,7.4
The Spanish Prisoner,Drama,7.1,7.4
The Spanish Prisoner,Mystery,7.1,7.4
The Spanish Prisoner,Thriller,7.1,7.4
The Specialist,Action,5.5,3.1
The Specialist,Thriller,5.5,3.1
The Spiderwick Chronicles,Adventure,6.3,6.6
The Spiderwick Chronicles,Family,6.3,6.6
The Spiderwick Chronicles,Fantasy,6.3,6.6
The Spirit,Action,4.7,3.6
The Spirit,Comedy,4.7,3.6
The Spirit,Thriller,4.7,3.6
The Spirit,Crime,4.7,3.6
The Spirit,Science Fiction,4.7,3.6
The SpongeBob SquarePants Movie,Animation,6.7,6.2
The SpongeBob SquarePants Movie,Comedy,6.7,6.2
The SpongeBob SquarePants Movie,Family,6.7,6.2
The Spy Who Loved Me,Adventure,6.6,6.7
The Spy Who Loved Me,Action,6.6,6.7
The Spy Who Loved Me,Thriller,6.6,6.7
The Squid and the Whale,Comedy,6.9,7.9
The Squid and the Whale,Drama,6.9,7.9
The Station Agent,Drama,7.4,8
The Station Agent,Comedy,7.4,8
The Stepford Wives,Action,5.4,4.7
The Stepford Wives,Comedy,5.4,4.7
The Stepford Wives,Science Fiction,5.4,4.7
The Sting,Comedy,7.9,8.1
The Sting,Crime,7.9,8.1
The Sting,Drama,7.9,8.1
The Story of Us,Comedy,5.9,4.5
The Story of Us,Drama,5.9,4.5
The Story of Us,Romance,5.9,4.5
The Sum of All Fears,Thriller,5.9,6
The Sum of All Fears,Action,5.9,6
The Sum of All Fears,Drama,5.9,6
The Sweet Hereafter,Drama,6.8,8.8
The Sweetest Thing,Romance,5.3,4.2
The Sweetest Thing,Comedy,5.3,4.2
The Tailor of Panama,Drama,6.2,6.8
The Tailor of Panama,Thriller,6.2,6.8
The Talented Mr. Ripley,Thriller,7,7.3
The Talented Mr. Ripley,Crime,7,7.3
The Talented Mr. Ripley,Drama,7,7.3
The Terminal,Comedy,7,6.2
The Terminal,Drama,7,6.2
The Texas Chain Saw Massacre,Horror,7.2,7.7
The Texas Chainsaw Massacre 2,Horror,5.9,4.6
The Thin Red Line,Drama,7.2,7.1
The Thin Red Line,History,7.2,7.1
The Thin Red Line,War,7.2,7.1
The Thirteenth Floor,Thriller,6.8,4.5
The Thirteenth Floor,Science Fiction,6.8,4.5
The Thirteenth Floor,Mystery,6.8,4.5
The Thomas Crown Affair,Drama,6.6,6.4
The Thomas Crown Affair,Crime,6.6,6.4
The Thomas Crown Affair,Romance,6.6,6.4
The Three Burials of Melquiades Estrada,Adventure,7,7.4
The Three Burials of Melquiades Estrada,Crime,7,7.4
The Three Burials of Melquiades Estrada,Drama,7,7.4
The Three Burials of Melquiades Estrada,Mystery,7,7.4
The Three Burials of Melquiades Estrada,Western,7,7.4
The Three Musketeers,Adventure,5.6,4.8
The Three Musketeers,Action,5.6,4.8
The Three Musketeers,Thriller,5.6,4.8
The Tigger Movie,Animation,6.3,5.9
The Tigger Movie,Family,6.3,5.9
The Time Machine,Science Fiction,5.8,4.8
The Time Machine,Adventure,5.8,4.8
The Time Machine,Action,5.8,4.8
The Time Traveler's Wife,Drama,6.7,5.1
The Time Traveler's Wife,Romance,6.7,5.1
The Time Traveler's Wife,Fantasy,6.7,5.1
The Transporter,Action,6.6,5.6
The Transporter,Crime,6.6,5.6
The Transporter,Thriller,6.6,5.6
The Trouble with Harry,Comedy,6.9,7.4
The Trouble with Harry,Mystery,6.9,7.4
The Trouble with Harry,Thriller,6.9,7.4
The Truman Show,Comedy,7.8,8.2
The Truman Show,Drama,7.8,8.2
The Untouchables,Crime,7.6,7.2
The Untouchables,Drama,7.6,7.2
The Untouchables,History,7.6,7.2
The Untouchables,Thriller,7.6,7.2
The Usual Suspects,Drama,8.1,7.5
The Usual Suspects,Crime,8.1,7.5
The Usual Suspects,Thriller,8.1,7.5
The Verdict,Drama,7.4,7.8
The Village,Drama,6.2,5.4
The Village,Mystery,6.2,5.4
The Village,Thriller,6.2,5.4
The Virgin Suicides,Drama,7.1,7
The Virgin Suicides,Romance,7.1,7
The Visual Bible: The Gospel of John,Drama,8.2,5
The Visual Bible: The Gospel of John,History,8.2,5
The Wackness,Drama,6.2,6.3
The Wash,Action,5.3,2.9
The Wash,Comedy,5.3,2.9
The Waterboy,Comedy,5.9,4.6
The Way of the Gun,Action,6.4,5.4
The Way of the Gun,Crime,6.4,5.4
The Way of the Gun,Drama,6.4,5.4
The Way of the Gun,Thriller,6.4,5.4
The Weather Man,Comedy,6,6.1
The Weather Man,Drama,6,6.1
The Wedding Date,Comedy,6.2,3.8
The Wedding Date,Romance,6.2,3.8
The Whole Nine Yards,Comedy,6.2,5.2
The Whole Nine Yards,Crime,6.2,5.2
The Whole Ten Yards,Comedy,5.5,2.8
The Whole Ten Yards,Thriller,5.5,2.8
The Whole Ten Yards,Crime,5.5,2.8
The Wild Bunch,Adventure,7.6,8.8
The Wild Bunch,Western,7.6,8.8
The Wind That Shakes the Barley,Drama,7.1,7.6
The Wind That Shakes the Barley,History,7.1,7.6
The Wind That Shakes the Barley,War,7.1,7.6
The Wiz,Adventure,5.9,4.7
The Wiz,Family,5.9,4.7
The Wiz,Fantasy,5.9,4.7
The Wiz,Music,5.9,4.7
The Wizard of Oz,Adventure,7.4,9.2
The Wizard of Oz,Family,7.4,9.2
The Wizard of Oz,Fantasy,7.4,9.2
The Women,Comedy,4.6,3.9
The Women,Drama,4.6,3.9
The Women,Romance,4.6,3.9
The Wood,Comedy,7.1,6
The Wood,Drama,7.1,6
The Wood,Romance,7.1,6
The Wrestler,Drama,7.3,8.3
The Wrestler,Romance,7.3,8.3
The X Files,Mystery,6.6,6
The X Files,Science Fiction,6.6,6
The X Files,Thriller,6.6,6
The X Files: I Want to Believe,Drama,5.5,4.8
The X Files: I Want to Believe,Mystery,5.5,4.8
The X Files: I Want to Believe,Science Fiction,5.5,4.8
The X Files: I Want to Believe,Thriller,5.5,4.8
There Will Be Blood,Drama,7.9,8.4
They Live,Action,7.1,7
They Live,Horror,7.1,7
They Live,Science Fiction,7.1,7
They Live,Thriller,7.1,7
Things to Do in Denver When You're Dead,Drama,6.7,4.9
Things to Do in Denver When You're Dead,Crime,6.7,4.9
Things We Lost in the Fire,Drama,6.7,6.5
Thirteen Days,Drama,6.9,7.1
Thirteen Days,Thriller,6.9,7.1
This Is England,Drama,7.4,7.7
This Is England,Crime,7.4,7.7
Three Kings,Action,6.6,7.8
Three Kings,Adventure,6.6,7.8
Three Kings,Comedy,6.6,7.8
Thunderball,Adventure,6.5,7
Thunderball,Action,6.5,7
Thunderball,Thriller,6.5,7
Thunderbirds,Action,4.2,4.1
Thunderbirds,Adventure,4.2,4.1
Thunderbirds,Comedy,4.2,4.1
Thunderbirds,Family,4.2,4.1
Thunderbirds,Fantasy,4.2,4.1
Thunderbirds,Science Fiction,4.2,4.1
Time Bandits,Family,6.6,8
Time Bandits,Fantasy,6.6,8
Time Bandits,Science Fiction,6.6,8
Time Bandits,Adventure,6.6,8
Time Bandits,Comedy,6.6,8
Timecop,Thriller,5.5,5.3
Timecop,Science Fiction,5.5,5.3
Timecop,Action,5.5,5.3
Timecop,Crime,5.5,5.3
Timeline,Action,5.4,3.7
Timeline,Adventure,5.4,3.7
Timeline,Science Fiction,5.4,3.7
Tin Cup,Comedy,5.9,6.5
Tin Cup,Drama,5.9,6.5
Tin Cup,Romance,5.9,6.5
Titan A.E.,Animation,6.3,5.7
Titan A.E.,Action,6.3,5.7
Titan A.E.,Science Fiction,6.3,5.7
Titan A.E.,Family,6.3,5.7
Titan A.E.,Adventure,6.3,5.7
Titanic,Drama,7.5,7.4
Titanic,Romance,7.5,7.4
Titanic,Thriller,7.5,7.4
TMNT,Adventure,6,5
TMNT,Animation,6,5
TMNT,Comedy,6,5
TMNT,Family,6,5
To Kill a Mockingbird,Crime,8,8.8
To Kill a Mockingbird,Drama,8,8.8
Tom Jones,Adventure,6.1,7.8
Tom Jones,Comedy,6.1,7.8
Tom Jones,History,6.1,7.8
Tom Jones,Romance,6.1,7.8
Tombstone,Action,7.4,6.4
Tombstone,Adventure,7.4,6.4
Tombstone,Drama,7.4,6.4
Tombstone,History,7.4,6.4
Tombstone,Western,7.4,6.4
Tomorrow Never Dies,Adventure,6,5.9
Tomorrow Never Dies,Action,6,5.9
Tomorrow Never Dies,Thriller,6,5.9
Tootsie,Comedy,6.9,7.6
Tootsie,Romance,6.9,7.6
Top Hat,Comedy,7.4,8.6
Top Hat,Music,7.4,8.6
Top Hat,Romance,7.4,8.6
Topaz,Action,6.1,6.4
Topaz,Drama,6.1,6.4
Topaz,Mystery,6.1,6.4
Topaz,Thriller,6.1,6.4
Tora! Tora! Tora!,History,6.9,6.3
Tora! Tora! Tora!,Action,6.9,6.3
Tora! Tora! Tora!,Drama,6.9,6.3
Tora! Tora! Tora!,Adventure,6.9,6.3
Tora! Tora! Tora!,War,6.9,6.3
Torn Curtain,Mystery,6.4,6.5
Torn Curtain,Thriller,6.4,6.5
Torque,Action,4.7,4.2
Total Recall,Action,7.1,7.2
Total Recall,Adventure,7.1,7.2
Total Recall,Science Fiction,7.1,7.2
Town & Country,Comedy,3.7,3.5
Town & Country,Romance,3.7,3.5
Toy Story,Animation,7.7,9
Toy Story,Comedy,7.7,9
Toy Story,Family,7.7,9
Trading Places,Comedy,7.1,7.2
Traffic,Thriller,6.9,8
Traffic,Drama,6.9,8
Traffic,Crime,6.9,8
Training Day,Action,7.3,6.5
Training Day,Crime,7.3,6.5
Training Day,Drama,7.3,6.5
Training Day,Thriller,7.3,6.5
Trainspotting,Drama,7.8,8.2
Trainspotting,Crime,7.8,8.2
Transamerica,Drama,6.9,6.8
Transsiberian,Thriller,6.5,7.2
Transsiberian,Crime,6.5,7.2
Transsiberian,Mystery,6.5,7.2
Treasure Planet,Adventure,7.2,6.5
Treasure Planet,Animation,7.2,6.5
Treasure Planet,Family,7.2,6.5
Treasure Planet,Fantasy,7.2,6.5
Treasure Planet,Science Fiction,7.2,6.5
Tremors,Action,6.6,7
Tremors,Horror,6.6,7
Tropic Thunder,Action,6.5,7.1
Tropic Thunder,Comedy,6.5,7.1
Troy,Adventure,6.9,6
Troy,Drama,6.9,6
Troy,War,6.9,6
True Grit,Drama,7.2,7.6
True Grit,Adventure,7.2,7.6
True Grit,Western,7.2,7.6
True Lies,Action,6.8,6.4
True Lies,Thriller,6.8,6.4
True Romance,Action,7.5,7.5
True Romance,Thriller,7.5,7.5
True Romance,Crime,7.5,7.5
True Romance,Romance,7.5,7.5
Tsotsi,Crime,6.9,7.4
Tsotsi,Drama,6.9,7.4
Tumbleweeds,Comedy,6.2,7
Tumbleweeds,Drama,6.2,7
Tupac: Resurrection,Music,8,6.7
Tupac: Resurrection,Documentary,8,6.7
Turbulence,Action,5.2,3.2
Turbulence,Thriller,5.2,3.2
Turbulence,Crime,5.2,3.2
Twilight,Adventure,5.8,5.5
Twilight,Fantasy,5.8,5.5
Twilight,Drama,5.8,5.5
Twilight,Romance,5.8,5.5
Twilight Zone: The Movie,Drama,6.2,5.8
Twilight Zone: The Movie,Fantasy,6.2,5.8
Twilight Zone: The Movie,Horror,6.2,5.8
Twilight Zone: The Movie,Science Fiction,6.2,5.8
Twilight Zone: The Movie,Thriller,6.2,5.8
Twins,Comedy,5.7,4.7
Twister,Action,6.1,6
Twister,Adventure,6.1,6
Twister,Drama,6.1,6
Two Girls and a Guy,Drama,5.4,5.6
Two Girls and a Guy,Romance,5.4,5.6
Two Weeks Notice,Romance,5.9,5.2
Two Weeks Notice,Comedy,5.9,5.2
U-571,Action,6.1,6.2
U-571,Drama,6.1,6.2
U-571,Thriller,6.1,6.2
U-571,War,6.1,6.2
Ultraviolet,Science Fiction,4.8,2.8
Ultraviolet,Action,4.8,2.8
Ultraviolet,Thriller,4.8,2.8
Unbreakable,Science Fiction,6.9,6.2
Unbreakable,Thriller,6.9,6.2
Unbreakable,Drama,6.9,6.2
Under Siege 2: Dark Territory,Action,5.6,4.5
Under Siege 2: Dark Territory,Thriller,5.6,4.5
Under the Skin,Thriller,6,6.8
Under the Skin,Science Fiction,6,6.8
Under the Skin,Drama,6,6.8
Undercover Brother,Action,5.5,6.6
Undercover Brother,Comedy,5.5,6.6
Underworld,Fantasy,6.6,4.7
Underworld,Action,6.6,4.7
Underworld,Thriller,6.6,4.7
Underworld: Evolution,Fantasy,6.4,3.7
Underworld: Evolution,Action,6.4,3.7
Underworld: Evolution,Science Fiction,6.4,3.7
Underworld: Evolution,Thriller,6.4,3.7
Undiscovered,Comedy,4.5,3.2
Undiscovered,Romance,4.5,3.2
Undisputed,Action,6.1,5.5
Undisputed,Adventure,6.1,5.5
Undisputed,Drama,6.1,5.5
Undisputed,Thriller,6.1,5.5
Unfaithful,Thriller,6.3,5.7
Unfaithful,Drama,6.3,5.7
Unforgiven,Western,7.7,8.5
United 93,Drama,6.9,8.2
United 93,History,6.9,8.2
United 93,Crime,6.9,8.2
United 93,Thriller,6.9,8.2
United 93,Action,6.9,8.2
Universal Soldier: The Return,Action,4.2,2.8
Universal Soldier: The Return,Science Fiction,4.2,2.8
Unknown,Action,6.5,5.1
Unknown,Mystery,6.5,5.1
Unknown,Thriller,6.5,5.1
Untraceable,Drama,5.9,4.1
Urban Legend,Horror,5.6,4.3
Urban Legend,Thriller,5.6,4.3
Urban Legends: Final Cut,Horror,4.4,3
V for Vendetta,Action,7.7,6.8
V for Vendetta,Thriller,7.7,6.8
V for Vendetta,Fantasy,7.7,6.8
Vacation,Comedy,6.2,7.3
Valiant,Animation,5.2,5
Valiant,Family,5.2,5
Valiant,Adventure,5.2,5
Valkyrie,Drama,6.7,6
Valkyrie,Thriller,6.7,6
Valkyrie,History,6.7,6
Valkyrie,War,6.7,6
Waltz with Bashir,Drama,7.8,8.4
Waltz with Bashir,Animation,7.8,8.4
Waltz with Bashir,War,7.8,8.4
Vampire in Brooklyn,Comedy,4.5,3.6
Vampire in Brooklyn,Horror,4.5,3.6
Vampire in Brooklyn,Romance,4.5,3.6
Vanilla Sky,Drama,6.5,5.2
Vanilla Sky,Mystery,6.5,5.2
Vanilla Sky,Romance,6.5,5.2
Vanilla Sky,Science Fiction,6.5,5.2
Vanilla Sky,Thriller,6.5,5.2
Vanity Fair,Drama,5.5,5.8
Vanity Fair,Romance,5.5,5.8
Vantage Point,Drama,6.2,5
Vantage Point,Action,6.2,5
Vantage Point,Thriller,6.2,5
Vantage Point,Crime,6.2,5
Veronica Guerin,Drama,6.8,6
Veronica Guerin,Crime,6.8,6
Veronica Guerin,Thriller,6.8,6
Vertical Limit,Action,5.9,5.2
Vertical Limit,Adventure,5.9,5.2
Vertical Limit,Thriller,5.9,5.2
Very Bad Things,Comedy,6.2,5.6
Very Bad Things,Crime,6.2,5.6
Very Bad Things,Thriller,6.2,5.6
Vicky Cristina Barcelona,Drama,6.7,6.9
Vicky Cristina Barcelona,Romance,6.7,6.9
Videodrome,Horror,7.1,7.1
Videodrome,Mystery,7.1,7.1
Videodrome,Science Fiction,7.1,7.1
Virtuosity,Action,5.4,4.3
Virtuosity,Crime,5.4,4.3
Virtuosity,Science Fiction,5.4,4.3
Virtuosity,Thriller,5.4,4.3
Volver,Comedy,7.3,7.8
Volver,Drama,7.3,7.8
Volver,Romance,7.3,7.8
W.,Drama,6.1,6
W.,History,6.1,6
Wag the Dog,Comedy,6.7,7.4
Wag the Dog,Drama,6.7,7.4
Waiting...,Comedy,6.2,4.2
Waitress,Comedy,6.7,7.3
Walk Hard: The Dewey Cox Story,Comedy,6.6,6.6
Walk Hard: The Dewey Cox Story,Music,6.6,6.6
Walk the Line,Drama,7.3,7.3
Walk the Line,Music,7.3,7.3
Walk the Line,Romance,7.3,7.3
Walking Tall,Adventure,6,4.4
Walking Tall,Drama,6,4.4
Walking Tall,Action,6,4.4
Walking Tall,Thriller,6,4.4
Wall Street,Crime,7,6.8
Wall Street,Drama,7,6.8
